19.98	21.68	0.00
19.98	21.88	0.00
19.98	22.08	0.00
19.98	22.28	0.00
19.98	22.48	0.00
19.98	22.68	0.00
19.98	22.88	0.00
19.98	23.08	0.00
19.98	23.28	0.00
19.98	23.48	0.00
19.98	23.68	0.00
19.98	23.88	0.00
19.98	24.08	0.00
19.98	24.28	0.00
19.98	24.48	0.00
19.98	24.68	0.00
19.98	24.88	0.00
19.98	25.07	0.00
19.98	25.27	0.00
19.98	25.47	0.00
19.98	25.67	0.00
19.98	25.87	0.00
19.98	26.07	0.00
19.98	26.27	0.00
19.98	26.47	0.00
19.98	26.67	0.00
19.98	26.87	0.00
19.98	27.07	0.00
19.98	27.27	0.00
19.98	27.47	0.00
19.98	27.67	0.00
19.98	27.87	0.00
19.98	28.07	0.00
19.98	28.27	0.00
19.98	28.47	0.00
19.98	28.67	0.00
19.98	28.87	0.00
19.98	29.07	0.00
19.98	29.27	0.00
19.98	29.47	0.00
19.98	29.67	0.00
19.98	29.87	0.00
19.98	30.07	0.00
19.98	30.27	0.00
19.98	30.47	0.00
19.98	30.67	0.00
19.98	30.87	0.00
19.98	31.07	0.00
19.98	31.27	0.00
19.98	31.47	0.00
19.98	31.67	0.00
19.98	31.87	0.00
19.98	32.07	0.00
19.98	32.27	0.00
19.98	32.47	0.00
19.98	32.67	0.00
19.98	32.87	0.00
19.98	33.07	0.00
19.98	33.27	0.00
19.98	33.47	0.00
19.98	33.67	0.00
19.98	33.87	0.00
19.98	34.07	0.00
19.98	34.27	0.00
19.98	34.47	0.00
19.98	34.67	0.00
19.98	34.87	0.00
19.98	35.06	0.00
19.98	35.26	0.00
19.98	35.46	0.00
19.98	35.66	0.00
19.98	35.86	0.00
19.98	36.06	0.00
19.98	36.26	0.00
19.98	36.46	0.00
19.98	36.66	0.00
19.44	36.86	0.00
18.84	37.05	0.00
18.24	37.24	0.00
17.64	37.42	0.00
17.04	37.59	0.00
16.44	37.76	0.00
15.84	37.92	0.00
15.24	38.07	0.00
14.64	38.22	0.00
14.04	38.36	0.00
13.44	38.50	0.00
12.84	38.63	0.00
12.24	38.76	0.00
11.64	38.88	0.00
11.04	38.99	0.00
10.44	39.10	0.00
9.84	39.20	0.00
9.24	39.29	0.00
8.64	39.38	0.00
8.04	39.47	0.00
7.44	39.54	0.00
6.84	39.61	0.00
6.24	39.68	0.00
5.64	39.74	0.00
5.04	39.79	0.00
4.44	39.84	0.00
3.84	39.88	0.00
3.24	39.91	0.00
2.64	39.94	0.00
2.04	39.97	0.00
1.44	39.98	0.00
0.84	39.99	0.00
0.24	40.00	0.00
0.30	40.00	0.00
0.90	39.99	0.00
1.50	39.98	0.00
2.10	39.96	0.00
2.70	39.94	0.00
3.30	39.91	0.00
3.90	39.87	0.00
4.50	39.83	0.00
5.10	39.78	0.00
5.70	39.73	0.00
6.30	39.67	0.00
6.90	39.60	0.00
7.50	39.53	0.00
8.10	39.45	0.00
8.70	39.36	0.00
9.30	39.27	0.00
9.90	39.18	0.00
10.50	39.08	0.00
11.10	38.97	0.00
11.70	38.85	0.00
12.30	38.73	0.00
12.90	38.61	0.00
13.50	38.47	0.00
14.10	38.34	0.00
14.70	38.19	0.00
15.30	38.04	0.00
15.90	37.89	0.00
16.50	37.72	0.00
17.10	37.55	0.00
17.70	37.38	0.00
18.30	37.20	0.00
18.90	37.01	0.00
19.50	36.82	0.00
19.98	36.62	0.00
19.98	36.42	0.00
19.98	36.22	0.00
19.98	36.02	0.00
19.98	35.82	0.00
19.98	35.62	0.00
19.98	35.42	0.00
19.98	35.22	0.00
19.98	35.02	0.00
19.98	34.83	0.00
19.98	34.63	0.00
19.98	34.43	0.00
19.98	34.23	0.00
19.98	34.03	0.00
19.98	33.83	0.00
19.98	33.63	0.00
19.98	33.43	0.00
19.98	33.23	0.00
19.98	33.03	0.00
19.98	32.83	0.00
19.98	32.63	0.00
19.98	32.43	0.00
19.98	32.23	0.00
19.98	32.03	0.00
19.98	31.83	0.00
19.98	31.63	0.00
19.98	31.43	0.00
19.98	31.23	0.00
19.98	31.03	0.00
19.98	30.83	0.00
19.98	30.63	0.00
19.98	30.43	0.00
19.98	30.23	0.00
19.98	30.03	0.00
19.98	29.83	0.00
19.98	29.63	0.00
19.98	29.43	0.00
19.98	29.23	0.00
19.98	29.03	0.00
19.98	28.83	0.00
19.98	28.63	0.00
19.98	28.43	0.00
19.98	28.23	0.00
19.98	28.03	0.00
19.98	27.83	0.00
19.98	27.63	0.00
19.98	27.43	0.00
19.98	27.23	0.00
19.98	27.03	0.00
19.98	26.83	0.00
19.98	26.63	0.00
19.98	26.43	0.00
19.98	26.23	0.00
19.98	26.03	0.00
19.98	25.83	0.00
19.98	25.63	0.00
19.98	25.43	0.00
19.98	25.23	0.00
19.98	25.03	0.00
19.98	24.84	0.00
19.98	24.64	0.00
19.98	24.44	0.00
19.98	24.24	0.00
19.98	24.04	0.00
19.98	23.84	0.00
19.98	23.64	0.00
19.98	23.44	0.00
19.98	23.24	0.00
19.98	23.04	0.00
19.98	22.84	0.00
19.98	22.64	0.00
19.98	22.44	0.00
19.98	22.24	0.00
19.98	22.04	0.00
19.98	21.84	0.00
19.98	21.64	0.00
19.98	21.44	0.00
19.98	21.24	0.00
19.98	21.04	0.00
19.98	20.84	0.00
19.98	20.64	0.00
19.98	20.44	0.00
19.98	20.24	0.00
19.98	20.04	0.00
19.98	19.84	0.00
19.98	19.64	0.00
19.98	19.44	0.00
19.98	19.24	0.00
19.98	19.04	0.00
19.98	18.84	0.00
19.98	18.64	0.00
19.98	18.44	0.00
19.98	18.24	0.00
19.98	18.04	0.00
19.98	17.84	0.00
19.98	17.64	0.00
19.98	17.44	0.00
19.98	17.24	0.00
19.98	17.04	0.00
19.98	16.84	0.00
19.98	16.64	0.00
19.98	16.44	0.00
19.98	16.24	0.00
19.98	16.04	0.00
19.98	15.84	0.00
19.98	15.64	0.00
19.98	15.44	0.00
19.98	15.24	0.00
19.98	15.04	0.00
19.98	14.85	0.00
19.98	14.65	0.00
19.98	14.45	0.00
19.98	14.25	0.00
19.98	14.05	0.00
19.98	13.85	0.00
19.98	13.65	0.00
19.98	13.45	0.00
19.98	13.25	0.00
19.98	13.05	0.00
19.98	12.85	0.00
19.98	12.65	0.00
19.98	12.45	0.00
19.98	12.25	0.00
19.98	12.05	0.00
19.98	11.85	0.00
19.98	11.65	0.00
19.98	11.45	0.00
19.98	11.25	0.00
19.98	11.05	0.00
19.98	10.85	0.00
19.98	10.65	0.00
19.98	10.45	0.00
19.98	10.25	0.00
19.98	10.05	0.00
19.98	9.85	0.00
19.98	9.65	0.00
19.98	9.45	0.00
19.98	9.25	0.00
19.98	9.05	0.00
19.98	8.85	0.00
19.98	8.65	0.00
19.98	8.45	0.00
19.98	8.25	0.00
19.98	8.05	0.00
19.98	7.85	0.00
19.98	7.65	0.00
19.98	7.45	0.00
19.98	7.25	0.00
19.98	7.05	0.00
19.98	6.85	0.00
19.98	6.65	0.00
19.98	6.45	0.00
19.98	6.25	0.00
19.98	6.05	0.00
19.98	5.85	0.00
19.98	5.65	0.00
19.98	5.45	0.00
19.98	5.25	0.00
19.98	5.05	0.00
19.98	4.86	0.00
19.98	4.66	0.00
19.98	4.46	0.00
19.98	4.26	0.00
19.98	4.06	0.00
19.98	3.86	0.00
19.98	3.66	0.00
19.98	3.46	0.00
19.80	3.26	0.00
19.20	3.06	0.00
18.60	2.87	0.00
18.00	2.69	0.00
17.40	2.51	0.00
16.80	2.34	0.00
16.20	2.18	0.00
15.60	2.02	0.00
15.00	1.87	0.00
14.40	1.72	0.00
13.80	1.58	0.00
13.20	1.45	0.00
12.60	1.32	0.00
12.00	1.19	0.00
11.40	1.08	0.00
10.80	0.97	0.00
10.20	0.86	0.00
9.60	0.76	0.00
9.00	0.67	0.00
8.40	0.58	0.00
7.80	0.50	0.00
7.20	0.43	0.00
6.60	0.36	0.00
6.00	0.30	0.00
5.40	0.24	0.00
4.80	0.19	0.00
4.20	0.14	0.00
3.60	0.11	0.00
3.00	0.07	0.00
2.40	0.05	0.00
1.80	0.03	0.00
1.20	0.01	0.00
0.60	0.00	0.00
0.01	0.00	0.00
